state,cluster_2000,dist_1cs_2000,dist_own_2000,extremity_2000,cluster_2001,dist_1cs_2001,dist_own_2001,extremity_2001,dist_1cs_delta_2001,dist_own_delta_2001,extremity_delta_2001,cluster_2002,dist_1cs_2002,dist_own_2002,extremity_2002,dist_1cs_delta_2002,dist_own_delta_2002,extremity_delta_2002,cluster_2003,dist_1cs_2003,dist_own_2003,extremity_2003,dist_1cs_delta_2003,dist_own_delta_2003,extremity_delta_2003,cluster_2004,dist_1cs_2004,dist_own_2004,extremity_2004,dist_1cs_delta_2004,dist_own_delta_2004,extremity_delta_2004,cluster_2005,dist_1cs_2005,dist_own_2005,extremity_2005,dist_1cs_delta_2005,dist_own_delta_2005,extremity_delta_2005,cluster_2006,dist_1cs_2006,dist_own_2006,extremity_2006,dist_1cs_delta_2006,dist_own_delta_2006,extremity_delta_2006,cluster_2007,dist_1cs_2007,dist_own_2007,extremity_2007,dist_1cs_delta_2007,dist_own_delta_2007,extremity_delta_2007,cluster_2008,dist_1cs_2008,dist_own_2008,extremity_2008,dist_1cs_delta_2008,dist_own_delta_2008,extremity_delta_2008,cluster_2009,dist_1cs_2009,dist_own_2009,extremity_2009,dist_1cs_delta_2009,dist_own_delta_2009,extremity_delta_2009,cluster_2010,dist_1cs_2010,dist_own_2010,extremity_2010,dist_1cs_delta_2010,dist_own_delta_2010,extremity_delta_2010,cluster_2011,dist_1cs_2011,dist_own_2011,extremity_2011,dist_1cs_delta_2011,dist_own_delta_2011,extremity_delta_2011,cluster_2012,dist_1cs_2012,dist_own_2012,extremity_2012,dist_1cs_delta_2012,dist_own_delta_2012,extremity_delta_2012,cluster_2013,dist_1cs_2013,dist_own_2013,extremity_2013,dist_1cs_delta_2013,dist_own_delta_2013,extremity_delta_2013,cluster_2014,dist_1cs_2014,dist_own_2014,extremity_2014,dist_1cs_delta_2014,dist_own_delta_2014,extremity_delta_2014,cluster_2015,dist_1cs_2015,dist_own_2015,extremity_2015,dist_1cs_delta_2015,dist_own_delta_2015,extremity_delta_2015,cluster_2016,dist_1cs_2016,dist_own_2016,extremity_2016,dist_1cs_delta_2016,dist_own_delta_2016,extremity_delta_2016,cluster_2017,dist_1cs_2017,dist_own_2017,extremity_2017,dist_1cs_delta_2017,dist_own_delta_2017,extremity_delta_2017,cluster_2018,dist_1cs_2018,dist_own_2018,extremity_2018,dist_1cs_delta_2018,dist_own_delta_2018,extremity_delta_2018,cluster_2019,dist_1cs_2019,dist_own_2019,extremity_2019,dist_1cs_delta_2019,dist_own_delta_2019,extremity_delta_2019
Illinois,2,1.4976593,1.590248,2.8364103,2,1.4375371,1.537675,2.6705141,-.060122252,-.052572966,-.16589618,2,1.4336538,1.5534908,2.693146,-.0038832426,.015815735,.022631884,2,1.6402755,1.5506271,3.0117221,.20662165,-.0028636456,.3185761,2,1.6274508,1.5506271,2.9903939,-.012824655,0,-.021328211,2,1.6102624,1.5538793,2.9343669,-.01718843,.0032521486,-.056026936,2,1.7941979,1.601086,3.4064903,.18393552,.047206759,.47212338,2,2.0270424,1.8736031,4.4266353,.23284447,.27251709,1.0201449,2,2.0217247,1.8134357,4.3650303,-.005317688,-.060167432,-.061604977,2,2.0875449,1.9198806,4.7293229,.065820217,.10644495,.36429262,2,1.9734395,1.7729074,4.2684736,-.11410546,-.14697325,-.46084929,2,2.1439455,1.9542258,4.9544983,.170506,.1813184,.68602467,2,2.1151721,1.9010941,4.9767375,-.028773308,-.0531317,.022239208,2,2.1709433,1.8944253,4.9633069,.055771112,-.0066688061,-.013430595,2,2.070462,1.8135136,4.6990652,-.10048127,-.080911636,-.2642417,2,2.0462737,1.818213,4.6915483,-.02418828,.0046993494,-.007516861,2,2.0235066,1.7678897,4.4211798,-.022767067,-.050323248,-.27036858,2,2.2986798,2.0592356,5.6679993,.27517319,.29134583,1.2468195,2,2.325845,2.0347874,5.6848493,.027165174,-.024448156,.016849995,2,2.4065983,2.0535371,6.0288014,.080753326,.018749714,.34395218
Indiana,1,1.4910989,1.2530826,3.1524153,1,1.510695,1.2536982,3.2121217,.0195961,.00061559677,.05970645,1,1.5070002,1.2269479,3.1869171,-.0036947727,-.026750326,-.025204659,1,1.2541358,.99729574,2.2896814,-.25286436,-.22965217,-.89723563,1,1.2373155,.97023612,2.2275555,-.016820312,-.027059615,-.062125921,1,1.2464868,.99926925,2.3252163,.0091712475,.029033124,.09766078,1,1.2538291,.96267062,2.1927931,.0073423386,-.036598623,-.13242316,1,1.2722831,.94579661,2.0549948,.018453956,-.016874015,-.13779831,1,1.2944518,.99693966,2.0645435,.022168756,.05114305,.0095486641,1,1.4020293,1.0334678,2.3153539,.10757744,.036528111,.25081038,1,1.5631645,1.2816987,2.7198601,.1611352,.24823093,.40450621,1,1.6871578,1.3359482,3.1588149,.12399328,.054249525,.43895483,1,1.6711012,1.2488178,2.7643402,-.016056538,-.087130427,-.39447474,1,1.7127706,1.3051605,3.1771488,.041669369,.056342721,.41280866,1,1.7622259,1.2585706,3.0581491,.049455285,-.046589971,-.11899972,1,1.789397,1.2548517,3.064333,.027171135,-.003718853,.0061838627,1,1.7963665,1.327921,3.3419757,.0069694519,.073069334,.27764273,1,1.5810173,1.0896066,2.5579743,-.2153492,-.23831439,-.78400135,1,1.5804396,1.1657857,2.741868,-.00057768822,.076179028,.18389368,1,1.5896567,1.1420087,2.6803603,.0092171431,-.023777008,-.061507702
Iowa,1,.88994551,.67757285,1.3768054,1,.92240262,.7184732,1.4778754,.032457113,.04090035,.10106993,1,.9269762,.58200908,1.2680143,.0045735836,-.13646412,-.20986104,1,.89897197,.57265353,1.1834841,-.028004229,-.009355545,-.084530234,1,.89747387,.57467115,1.1876538,-.0014981031,.0020176172,.0041697025,1,.91007644,.61393601,1.2899293,.012602568,.039264858,.10227549,1,.92010736,.57160711,1.1698378,.010030925,-.042328894,-.12009144,1,.94510007,.51916397,1.0155168,.024992704,-.052443147,-.15432107,1,.95441067,.57203341,1.0522596,.0093106031,.052869439,.036742806,1,1.1397454,1.0652335,1.9365548,.18533468,.49320006,.88429523,1,1.1168728,1.0508521,1.7019912,-.022872567,-.014381409,-.23456359,1,1.1063237,1.1015122,1.8061317,-.010549068,.050660133,.10414052,1,1.0951905,1.0958332,1.6592846,-.011133194,-.0056790113,-.14684713,1,1.1407148,1.0384815,1.8187091,.04552424,-.057351708,.15942454,1,1.1830291,1.1153475,1.8944451,.042314291,.076866031,.075735927,1,1.1906418,1.1141452,1.893795,.0076127052,-.0012023449,-.00065004826,1,1.167984,1.0647745,1.8698142,-.022657752,-.049370646,-.023980856,1,1.2185687,.96811301,1.8460991,.050584674,-.096661508,-.023715019,1,1.1851802,.98295426,1.8613975,-.033388495,.014841259,.015298367,1,1.1974437,.951859,1.8144541,.012263536,-.031095266,-.046943426
Kansas,1,.88994551,.67757285,1.3768054,1,.92240262,.7184732,1.4778754,.032457113,.04090035,.10106993,1,.93749279,.74897045,1.5494822,.015090168,.030497253,.071606874,1,.90981233,.74172384,1.4467313,-.027680457,-.0072466135,-.1027509,1,1.213312,1.1290224,2.333313,.3034997,.38729852,.88658166,1,1.2065197,1.1143528,2.3413453,-.0067923069,-.014669538,.0080323219,1,1.2141039,1.1140109,2.2799089,.0075842142,-.00034189224,-.061436415,1,1.2090664,.97827977,2.0035872,-.0050375462,-.13573116,-.27632165,1,1.2163581,.99693972,1.946551,.0072916746,.018659949,-.057036281,1,1.3004524,1.0652335,2.1979382,.084094286,.06829375,.25138724,1,1.3107224,1.0868363,2.0342138,.01027,.021602869,-.16372442,1,1.2712628,1.1334715,2.1117799,-.039459586,.046635151,.077566147,1,1.2770337,1.0554118,1.8731323,.0057709217,-.078059673,-.23864758,1,1.2395662,1.0723211,2.0066707,-.03746748,.016909242,.13353837,1,1.2631849,1.1153475,2.0167754,.023618698,.043026447,.010104656,1,1.3008219,1.1141452,2.0567222,.037636995,-.0012023449,.039946795,1,1.3103923,1.132207,2.1681399,.0095703602,.018061876,.11141777,1,1.3842984,1.143509,2.3256524,.073906183,.011301994,.15751243,1,1.4745371,1.2182184,2.6303642,.09023869,.074709415,.30471182,1,1.5170755,1.2279607,2.6904244,.042538404,.00974226,.060060263
Kentucky,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,.9269762,.58200908,1.2680143,-.0059945583,-.0092074871,-.013409734,1,1.2224669,1.0515274,2.2888007,.29549074,.4695183,1.0207864,1,1.2052047,1.0258992,2.2330172,-.01726222,-.025628209,-.05578351,1,1.1983664,1.0259596,2.2578371,-.0068383217,.00006043911,.024819851,1,1.1896323,.99190599,2.1189389,-.008734107,-.034053624,-.13889813,1,1.2090664,.97827977,2.0035872,.019434094,-.013626218,-.11535168,1,1.2163581,.99693972,1.946551,.0072916746,.018659949,-.057036281,1,1.3004524,1.0652335,2.1979382,.084094286,.06829375,.25138724,1,1.3107224,1.0868363,2.0342138,.01027,.021602869,-.16372442,1,1.2712628,1.1334715,2.1117799,-.039459586,.046635151,.077566147,1,1.2770337,1.0554118,1.8731323,.0057709217,-.078059673,-.23864758,1,1.2316316,1.3389286,2.1902037,-.04540205,.28351676,.31707132,1,1.2881621,1.3542526,2.2771156,.056530476,.015323997,.086911917,1,1.295157,1.3507971,2.2849858,.0069948435,-.0034555197,.0078701973,1,1.2743589,1.2599399,2.2274349,-.020798087,-.090857148,-.057550907,1,1.167202,1.0284032,1.8512546,-.10715687,-.23153675,-.37618029,1,1.1851802,.98295426,1.8613975,.017978191,-.045448899,.010142922,1,1.1974437,.951859,1.8144541,.012263536,-.031095266,-.046943426
Louisiana,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,.9269762,.58200908,1.2680143,-.0059945583,-.0092074871,-.013409734,1,.89897197,.57265353,1.1834841,-.028004229,-.009355545,-.084530234,1,.89747387,.57467115,1.1876538,-.0014981031,.0020176172,.0041697025,1,.91007644,.61393601,1.2899293,.012602568,.039264858,.10227549,1,.92010736,.57160711,1.1698378,.010030925,-.042328894,-.12009144,1,1.2009304,1.3989394,2.1931498,.28082299,.82733226,1.023312,2,1.1919327,1.3982902,2.0711167,-.0089976788,-.00064921379,-.12203312,1,1.3879734,1.5710045,2.6863885,.19604075,.17271435,.61527181,2,1.2415806,1.3939872,2.1301379,-.14639282,-.17701733,-.55625057,1,1.230109,1.3359482,2.1682794,-.011471629,-.05803895,.038141489,2,1.1750808,1.3521997,1.9911077,-.0550282,.016251445,-.17717171,1,1.2746606,1.3587866,2.2937815,.099579811,.0065869093,.30267382,1,1.221759,1.3243866,2.1261635,-.052901626,-.034399986,-.16761804,1,1.2449821,1.3195907,2.1662147,.023223162,-.0047959089,.040051222,1,1.2549784,1.2817972,2.204828,.009996295,-.037793517,.038613319,1,1.302188,1.2917911,2.332849,.04720962,.0099939108,.128021,1,1.3033686,1.2327898,2.3274183,.0011805296,-.059001327,-.0054306984,1,1.1892282,1.2832679,2.1314151,-.11414039,.050478101,-.1960032
Maine,2,2.0929019,1.2364824,3.1827769,2,2.0882123,1.3775985,3.5015531,-.0046896935,.14111614,.31877613,2,2.0949216,1.3952299,3.55863,.0067093372,.017631412,.057076931,2,1.9514483,1.3920408,3.2794762,-.14347327,-.0031890869,-.27915382,2,1.9607842,1.3920408,3.2965293,.0093358755,0,.017053127,2,1.9665846,1.4092443,3.3004687,.0058003664,.01720345,.0039393902,2,1.9712466,1.3922918,3.3484192,.0046620369,-.016952515,.047950506,2,1.9731228,1.4454534,3.5647447,.001876235,.053161621,.21632552,2,2.0168695,1.574492,3.9604726,.04374671,.12903857,.39572787,2,1.9914031,1.594705,3.9712284,-.025466442,.020213008,.010755777,2,2.0892708,1.8174709,4.6570644,.097867727,.22276592,.68583608,2,2.0118356,1.7173914,4.2561865,-.077435255,-.10007954,-.40087795,2,1.7102433,1.5833558,3.4566758,-.30159223,-.13403559,-.79951072,2,1.7397473,1.7009394,3.553359,.029503942,.11758363,.096683264,2,1.780215,1.7921798,3.8076968,.040467739,.091240406,.25433779,2,1.7742661,1.7873969,3.8229628,-.0059489012,-.0047829151,.015265942,2,1.7702527,1.8144147,3.7585776,-.0040134192,.027017832,-.064385176,2,1.7120128,1.7050273,3.5425498,-.058239937,-.1093874,-.21602774,2,1.7706056,1.7597958,3.7412825,.058592796,.054768443,.19873261,2,1.7622259,1.7702205,3.7584946,-.0083796978,.010424733,.017212152
Maryland,2,1.5364343,1.2631531,2.4418035,2,1.5300401,1.3531855,2.5772109,-.0063941479,.090032458,.13540745,2,1.5391845,1.3711309,2.6274488,.0091443062,.017945409,.050237894,2,1.3077123,1.2666667,2.0878191,-.23147213,-.10446429,-.5396297,2,1.3216035,1.2666667,2.1099377,.01389122,0,.022118568,1,1.1983664,1.3451208,2.2680795,-.12323713,.078454137,.15814185,1,1.2380921,1.4186082,2.3260314,.039725661,.073487401,.057951927,2,1.3543967,1.2289784,2.1793261,.11630464,-.18962979,-.14670539,2,1.3894271,1.2161517,2.2404566,.035030365,-.012826681,.061130524,2,1.5097721,1.3346082,2.6248236,.120345,.11845648,.38436699,2,1.3476024,1.242256,2.2423103,-.16216969,-.092352152,-.38251328,2,1.4714376,1.0598801,2.1755519,.12383521,-.18237591,-.066758394,2,1.4764262,1.2276056,2.5548611,.0049886703,.16772544,.37930918,2,1.6170824,1.2431285,2.7011387,.14065611,.015522957,.14627767,2,1.7128547,1.3230155,3.1179407,.095772386,.079886913,.41680193,2,1.6835363,1.3089331,3.090483,-.029318452,-.014082313,-.027457714,2,1.5391845,1.2077944,2.5553739,-.14435184,-.10113871,-.53510904,2,1.5748039,1.2208405,2.6535466,.035619497,.013046026,.098172665,2,1.8035219,1.3059772,3.1659951,.22871792,.085136771,.51244855,2,1.7510637,1.2451293,3.0093055,-.052458167,-.060847878,-.15668964
Massachusetts,2,2.2811768,1.4360439,3.9511349,2,2.2334013,1.3775986,3.7346742,-.047775507,-.058445215,-.2164607,2,2.2220972,1.3466008,3.6479547,-.01130414,-.030997872,-.086719513,2,1.6757538,1.5070207,3.0120058,-.54634333,.16041994,-.6359489,2,1.6749505,1.5070207,3.0128784,-.0008033514,0,.000872612,2,1.6700369,1.5072106,2.9728487,-.0049135685,.0001899004,-.040029764,2,1.6280414,1.4793501,2.9100707,-.041995525,-.027860522,-.062777996,2,1.973123,1.681124,3.9940519,.34508157,.20177388,1.0839813,2,2.1623151,1.8524054,4.792645,.18919218,.17128146,.79859304,2,2.0158684,1.7782384,4.3320174,-.1464467,-.074167013,-.46062756,2,1.741183,1.5694585,3.4234836,-.27468538,-.20877993,-.90853381,2,1.7230932,1.6789873,3.475446,-.01808989,.10952878,.051962376,2,1.9310241,1.7545496,4.2447858,.20793092,.075562358,.7693398,2,1.9671954,1.9620695,4.4371228,.036171317,.20751989,.19233704,2,1.9421912,1.9116005,4.394187,-.025004148,-.050469041,-.042935848,2,1.9265891,1.9149438,4.384059,-.015602112,.0033433437,-.010128021,2,1.9023904,1.9040573,4.2197633,-.024198771,-.01088655,-.16429567,2,1.9739996,1.9713663,4.5258107,.071609259,.067309022,.30604744,2,1.9091486,1.9585738,4.3093963,-.064851046,-.012792468,-.21641445,2,1.9116641,1.9917365,4.3655777,.0025155544,.033162713,.056181431
Michigan,1,.88994551,.67757285,1.3768054,1,1.3239288,1.5328199,2.6092978,.43398333,.85524702,1.2324923,1,1.3344862,1.5473493,2.6561577,.010557413,.014529467,.04685998,1,1.3151879,1.5438547,2.426904,-.019298315,-.0034946203,-.22925377,1,1.3141645,1.5446043,2.4280822,-.0010234118,.00074958801,.0011782646,1,1.307896,1.5152018,2.4230905,-.0062685013,-.029402494,-.0049917698,1,1.2847252,1.5159695,2.3672807,-.023170829,.00076770782,-.055809736,2,1.256777,1.4085709,2.2079237,-.027948141,-.10739863,-.15935707,2,1.2637935,1.2735314,2.1031482,.0070164204,-.13503945,-.10477543,2,1.450152,1.5492666,2.7429991,.18635857,.27573514,.63985085,2,1.3255974,1.320303,2.2678654,-.12455463,-.22896361,-.47513366,2,1.3167217,1.411705,2.325387,-.0088757277,.091402054,.057521582,2,1.2635273,1.2704953,2.1663241,-.053194404,-.14120972,-.15906286,2,1.3975661,1.4187176,2.5107756,.13403881,.14822233,.34445143,2,1.4029202,1.4611589,2.6072578,.005354166,.042441249,.096482277,2,1.4231904,1.5031973,2.7063062,.020270109,.042038441,.099048376,2,1.4455714,1.5812761,2.7491629,.022381067,.078078747,.042856693,2,1.4718294,1.6107818,2.8589475,.026257992,.02950573,.1097846,2,1.4306673,1.563556,2.7410619,-.041162133,-.047225833,-.11788559,2,1.5154592,1.5573527,2.9588633,.084791899,-.0062032938,.21780133
Minnesota,2,1.8544707,1.289272,2.9504004,2,1.8062644,1.1680944,2.6449831,-.048206329,-.12117755,-.3054173,2,1.8140171,1.1888371,2.7036748,.0077526569,.020742655,.05869174,2,1.8215255,1.0974718,2.4932826,.0075083971,-.091365218,-.21039224,2,1.8207865,1.0974718,2.4938414,-.00073897839,0,.00055885315,2,1.8162675,1.0624624,2.3818042,-.0045189857,-.035009384,-.11203718,2,1.7996539,1.14607,2.5949655,-.016613603,.083607554,.21316123,2,1.77981,1.1401147,2.6480451,-.019843936,-.0059553385,.053079605,2,2.001009,1.5932825,3.9599471,.22119904,.4531678,1.311902,2,1.95789,1.6569444,4.0023775,-.043118954,.063661933,.042430401,2,2.0597339,1.7587496,4.4933791,.10184383,.10180521,.49100161,2,2.1700799,2.0063698,5.1008096,.11034608,.24762022,.60743046,2,1.7955368,1.5023366,3.5972912,-.37454319,-.50403321,-1.5035183,2,2.0751221,1.6719356,4.3518119,.27958536,.16959894,.75452065,2,2.215708,1.7265975,4.9754777,.1405859,.054661989,.62366581,2,2.1931221,1.7321497,4.9976807,-.022585869,.0055521727,.022202969,2,2.1988122,1.7079524,4.7814884,.0056900978,-.02419734,-.21619225,2,2.1212296,1.7353054,4.6521864,-.077582598,.027353048,-.12930202,2,2.112694,1.5600761,4.2679009,-.0085356236,-.17522931,-.38428545,2,2.0775526,1.5573527,4.2434797,-.035141468,-.0027234554,-.024421215
Mississippi,1,1.4910989,1.2530826,3.1524153,1,1.510695,1.2536982,3.2121217,.0195961,.00061559677,.05970645,1,1.5070002,1.2269479,3.1869171,-.0036947727,-.026750326,-.025204659,1,1.51603,1.2671661,3.1732614,.0090297461,.040218234,-.013655663,1,1.5021451,1.2459812,3.1202097,-.013884902,-.021184921,-.05305171,1,1.5097084,1.2728554,3.2237539,.0075633526,.026874185,.10354424,1,1.5157763,1.2356111,3.0737863,.006067872,-.03724432,-.14996767,1,1.5310762,1.2326927,2.9211566,.015299916,-.0029183626,-.15262961,1,1.7792701,1.5035144,3.7128201,.24819386,.27082169,.79166341,1,1.853719,1.5388488,3.9931746,.074448943,.035334349,.2803545,1,1.866199,1.5406234,3.7304726,.012480021,.0017746687,-.26270199,1,1.8172462,1.4635234,3.6343813,-.048952818,-.077100039,-.09609127,1,1.7941712,1.4237056,3.2753677,-.023074985,-.03981781,-.35901356,1,1.8437108,1.4540145,3.6951461,.049539566,.030308962,.41977835,1,1.8871466,1.4401389,3.6225414,.043435812,-.013875604,-.072604656,1,1.9125439,1.4403656,3.6381629,.025397301,.00022661686,.015621424,1,1.919066,1.4639004,3.8385005,.0065220594,.023534894,.20033765,1,1.9185901,1.4312072,3.8009131,-.00047588348,-.032693267,-.037587404,1,1.9846827,1.4826807,4.1157613,.06609261,.051473498,.31484818,1,2.0067408,1.474637,4.0964699,.022058129,-.0080436468,-.019291401
Missouri,1,1.0038373,.979339,1.8741544,1,1.032721,.98012656,1.9350433,.028883696,.00078755617,.060888886,1,1.0462213,1.0026969,1.9919796,.013500214,.022570312,.056936264,1,1.0405097,.99729574,1.8934034,-.0057115555,-.0054011345,-.098576188,1,.90833211,.74328262,1.4497716,-.13217759,-.25401312,-.44363177,1,.92078602,.75240058,1.5021597,.012453914,.0091179609,.052388072,1,.95153618,.76411879,1.4921807,.030750155,.011718214,-.0099790096,1,1.0151203,.87722927,1.6061906,.063584089,.11311048,.11400986,1,1.2849497,.91863418,1.9364038,.26982939,.041404903,.33021319,1,1.3684111,.91363138,2.0686069,.083461404,-.0050027966,.1322031,1,1.3674626,.95497751,1.932078,-.00094842911,.041346133,-.13652885,1,1.3516262,.86547303,1.854363,-.015836477,-.08950448,-.077715039,1,1.0702901,.50517172,.87078792,-.28133607,-.36030132,-.98357505,1,1.1342506,.52428275,1.0502366,.063960552,.019111037,.17944866,1,1.2396824,.55136192,1.1106983,.1054318,.027079165,.06046176,1,1.2780117,.56978309,1.1553333,.038329244,.018421173,.044634938,1,1.2877517,.65577519,1.3911765,.009739995,.085992098,.23584318,1,1.3021882,.63989449,1.3840004,.014436483,-.015880704,-.0071760416,1,1.3693941,1.2034707,2.4197044,.067205906,.56357622,1.035704,1,1.4150969,1.2241848,2.5014584,.045702815,.020714045,.081753969
Montana,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,1.274359,1.0026969,2.4036856,.34138823,.41148031,1.1222615,1,1.2541358,.99729574,2.2896814,-.020223141,-.0054011345,-.11400414,1,1.2373155,.97023612,2.2275555,-.016820312,-.027059615,-.062125921,1,1.2464868,.99926925,2.3252163,.0091712475,.029033124,.09766078,1,1.2538291,.96267062,2.1927931,.0073423386,-.036598623,-.13242316,1,1.2722831,.94579661,2.0549948,.018453956,-.016874015,-.13779831,1,1.2944518,.99693966,2.0645435,.022168756,.05114305,.0095486641,1,1.0778519,.57855183,1.1735497,-.21659994,-.41838783,-.89099383,1,1.1168728,1.0508521,1.7019912,.039020896,.47230023,.52844155,1,1.1063237,1.1015122,1.8061317,-.010549068,.050660133,.10414052,1,1.0951905,1.0958332,1.6592846,-.011133194,-.0056790113,-.14684713,1,1.1407148,1.0384815,1.8187091,.04552424,-.057351708,.15942454,1,1.2337369,1.0742439,1.9252383,.093022108,.035762429,.10652912,1,1.2410386,1.0760976,1.9234134,.0073016882,.0018537045,-.0018248558,1,1.2193177,1.0158213,1.8892003,-.021720886,-.06027627,-.034213066,1,1.2185687,.96811301,1.8460991,-.00074899197,-.047708333,-.043101192,1,1.2901379,.95531547,1.9641703,.071569204,-.012797534,.1180712,1,1.5427085,1.4493035,3.005461,.25257063,.49398804,1.0412906
Nebraska,2,2.0975809,1.3646326,3.4830656,2,2.2246046,1.4251705,3.8343248,.1270237,.060537934,.35125923,2,2.2220972,1.4422206,3.8773005,-.0025074482,.017050028,.042975664,2,2.0873835,1.4391354,3.6042733,-.13471365,-.0030851364,-.27302718,2,2.0961142,1.4391354,3.620862,.0087306499,0,.016588688,2,2.09219,1.4092443,3.5055156,-.0039241314,-.029891133,-.11534643,2,2.2103877,1.5210117,4.0441732,.11819768,.11176741,.53865767,2,2.176316,1.6009434,4.2792029,-.034071684,.079931736,.2350297,2,2.1982877,1.6770087,4.5600729,.021971703,.076065302,.28086996,2,2.1850653,1.7410283,4.68292,-.013222456,.064019561,.12284708,2,2.0066931,1.8582789,4.4591479,-.17837214,.11725056,-.22377205,2,1.5413996,1.5960134,2.9548306,-.46529353,-.26226544,-1.5043173,2,1.6295166,1.4540145,3.1342371,.088117003,-.14199889,.1794064,2,1.5880235,1.5222049,3.012939,-.041493058,.068190336,-.12129807,2,1.3959146,1.2635361,2.4317737,-.19210899,-.25866878,-.58116531,2,1.3883197,1.3053913,2.4966733,-.0075948238,.041855216,.064899683,2,1.3689377,1.3541666,2.4253647,-.019382,.048775315,-.071308613,2,1.2870425,1.4757885,2.3601606,-.081895232,.12162185,-.065204144,2,1.3033686,1.3669748,2.332937,.01632607,-.10881364,-.027223587,2,1.2919619,1.4172792,2.3694115,-.01140666,.050304413,.036474466
Nevada,1,.88994551,.67757285,1.3768054,1,.92240262,.7184732,1.4778754,.032457113,.04090035,.10106993,1,.93749279,.74897045,1.5494822,.015090168,.030497253,.071606874,1,.90981233,.74172384,1.4467313,-.027680457,-.0072466135,-.1027509,1,.90833211,.74328262,1.4497716,-.0014802217,.0015587807,.0030403137,1,.92078602,.75240058,1.5021597,.012453914,.0091179609,.052388072,1,.95153618,.76411879,1.4921807,.030750155,.011718214,-.0099790096,1,1.0151203,.87722927,1.6061906,.063584089,.11311048,.11400986,1,1.3391237,1.249222,2.4238577,.32400346,.37199277,.81766713,1,1.4020293,1.2915323,2.6348941,.06290555,.042310238,.21103644,1,1.4253837,1.3259473,2.4958823,.023354411,.034415007,-.13901186,1,1.4309024,1.3883858,2.6507208,.0055186749,.062438488,.15483856,1,1.4428428,1.3612584,2.4967716,.011940479,-.027127385,-.15394926,1,1.6707562,1.6387761,3.4433546,.22791338,.27751768,.94658303,1,1.8291081,1.8745666,3.9852073,.1583519,.23579049,.54185271,1,1.834041,1.8906752,4.006752,.0049328804,.016108632,.021544695,1,1.8514622,1.9423268,4.1204963,.017421246,.051651597,.11374426,1,1.7019619,1.8084733,3.6220453,-.14950037,-.13385344,-.49845099,1,1.7539157,1.7783778,3.821907,.051953793,-.030095577,.19986176,1,1.7788377,1.8126404,3.9018872,.024922013,.034262657,.079980135
New Hampshire,1,1.271036,1.1368546,2.5239425,1,1.2939692,1.1128459,2.5614266,.022933125,-.024008751,.037484169,1,1.2896537,1.1079817,2.5619707,-.0043154955,-.0048642159,.0005440712,1,1.2696742,1.1030961,2.4345987,-.019979477,-.0048855543,-.12737203,1,1.2686139,1.1041448,2.4369133,-.0010602474,.0010486841,.0023145676,1,1.2775605,1.1264144,2.5152028,.008946538,.022269607,.078289509,1,1.2847252,1.1267617,2.4397645,.0071647167,.00034725666,-.075438261,1,1.3525859,1.1267347,2.4310133,.067860723,-.000026941299,-.0087511539,1,1.3299409,1.1078007,2.2652848,-.022644997,-.018934011,-.16572857,1,1.4176756,1.1036556,2.4460683,.087734699,-.0041451454,.18078351,1,1.5521499,1.3040106,2.7269731,.13447428,.20035505,.28090477,1,1.6415055,1.4877262,3.236289,.089355588,.18371558,.50931597,1,1.4084588,1.1348158,2.1680248,-.23304665,-.3529104,-1.0682642,1,1.4576555,1.1679718,2.4901009,.04919672,.033156037,.32207608,1,1.5569417,1.1806777,2.5733275,.099286199,.012705803,.083226681,1,1.58763,1.1865859,2.6062832,.030688286,.0059082508,.032955647,1,1.5954809,1.2451551,2.8189592,.0078508854,.058569193,.21267605,1,1.5949085,1.236865,2.8258018,-.00057244301,-.0082900524,.0068426132,1,1.6738311,1.3032044,3.1365108,.078922629,.066339374,.310709,1,1.7114232,1.3153363,3.1905191,.037592053,.012131929,.054008245
